image_relpath,style_label,artist_label,genre_label
Impressionism/edgar-degas_dancer-seated-study-1872.jpg,12,5,2
Baroque/rembrandt_baerte-martens-wife-of-herman-doomer.jpg,4,20,6
Cubism/salvador-dali_siphon-and-small-bottle-of-rum.jpg,7,21,9
Symbolism/salvador-dali_da-mihi-bibere-ecclesiastes-12-1-1967.jpg,24,21,7
Realism/boris-kustodiev_portrait-of-i-ivanova-1926.jpg,21,1,6
Realism/ilya-repin_zaporozhets.jpg,21,8,6
Baroque/rembrandt_portrait-of-an-old-man-in-red-1654.jpg,4,20,6
Realism/john-singer-sargent_w-graham-robertson-1894.jpg,21,11,6
Post_Impressionism/martiros-saryan_ashtarak-in-hazy-day-1954.jpg,20,13,4
Impressionism/camille-pissarro_route-du-fond-in-hermitage-pontoise-1877.jpg,12,2,1
Symbolism/nicholas-roerich_sketch-of-lamp-and-tsar-cannon-for-rimsky-korsakovs-opera-1919.jpg,24,14,8
Impressionism/pierre-auguste-renoir_landscape-sketch-1917.jpg,12,17,8
Realism/pyotr-konchalovsky_portrait-of-worker-yakobchenko-1938.jpg,21,18,6
Art_Nouveau_Modern/boris-kustodiev_blue-house-1920.jpg,3,1,1
Impressionism/camille-pissarro_the-village-of-knocke-belgium-1894.jpg,12,2,4
Baroque/rembrandt_dr-ephraim-bueno-jewish-physician-and-writer-1647.jpg,4,20,6
Post_Impressionism/vincent-van-gogh_the-langlois-bridge-at-arles-1888.jpg,20,22,8
Post_Impressionism/paul-cezanne_the-smoker-1890.jpg,20,16,6
Post_Impressionism/vincent-van-gogh_wheat-fields-at-auvers-under-clouded-sky-1890.jpg,20,22,4
Post_Impressionism/vincent-van-gogh_cottages-and-cypresses-reminiscence-of-the-north-1890(1).jpg,20,22,4
Naive_Art_Primitivism/marc-chagall_moses-spreads-the-darkness-over-egypt-1931.jpg,15,12,7
Cubism/pyotr-konchalovsky_the-model-by-the-stove-1917.jpg,7,18,5
Northern_Renaissance/albrecht-durer_lamentation-for-the-dead-christ-1498.jpg,17,0,7
Symbolism/nicholas-roerich_untitled-sikkim.jpg,24,14,8
Northern_Renaissance/albrecht-durer_lamentation-of-christ.jpg,17,0,7
Symbolism/salvador-dali_les-clemolselles-d-avignon-the-girls-of-avignon.jpg,24,21,5
Symbolism/nicholas-roerich_st-mercurius-of-smolensk-1918.jpg,24,14,8
Romanticism/gustave-dore_artaxerxes-granting-liberty-to-the-jews.jpg,23,7,7
Northern_Renaissance/albrecht-durer_weeping-angel-boy-1521.jpg,17,0,8
Impressionism/pierre-auguste-renoir_at-the-milliner-s.jpg,12,17,2
Expressionism/martiros-saryan_portrait-of-dmitri-shostakovich-1963.jpg,9,13,6
Impressionism/claude-monet_vetheuil-ice-floes.jpg,12,4,1
Post_Impressionism/salvador-dali_still-life-with-aubergines.jpg,20,21,9
Post_Impressionism/paul-cezanne_seated-nude.jpg,20,16,8
Impressionism/claude-monet_the-rock-needle-and-the-porte-d-aval-1.jpg,12,4,4
Impressionism/claude-monet_at-cap-d-antibes.jpg,12,4,4
Realism/ilya-repin_portrait-of-a-peasant-1889.jpg,21,8,6
Romanticism/gustave-dore_susanna-in-the-bath.jpg,23,7,7
Art_Nouveau_Modern/raphael-kirchner_milkmaid.jpg,3,19,2
Impressionism/pierre-auguste-renoir_pitcher-1919.jpg,12,17,9
Post_Impressionism/vincent-van-gogh_peach-trees-in-blossom-1888.jpg,20,22,4
Romanticism/ivan-aivazovsky_alexander-ii-crossing-the-danube-1878.jpg,23,9,4
Impressionism/claude-monet_the-beach-at-etretat.jpg,12,4,4
Symbolism/nicholas-roerich_traces-1917.jpg,24,14,4
Realism/nicholas-roerich_view-of-izvara-estate-1893.jpg,21,14,4
Impressionism/pierre-auguste-renoir_woman-with-a-fan.jpg,12,17,6
Realism/ivan-shishkin_cliff-1878.jpg,21,10,4
Naive_Art_Primitivism/marc-chagall_moise-blesses-joshua-1966.jpg,15,12,7
Northern_Renaissance/albrecht-durer_adam-and-eve-1504.jpg,17,0,7
Naive_Art_Primitivism/marc-chagall_scene-in-studio-1983.jpg,15,12,2
Symbolism/nicholas-roerich_chenrezig-1932.jpg,24,14,4
Expressionism/salvador-dali_the-servant-of-the-disciples-at-emmaus.jpg,9,21,2
Impressionism/camille-pissarro_strong-winds-pontoise.jpg,12,2,4
Impressionism/camille-pissarro_woman-putting-on-her-stockings-1895.jpg,12,2,2
Impressionism/edgar-degas_bedtime-woman-extinguishing-her-lamp.jpg,12,5,5
Symbolism/nicholas-roerich_cliff-dwellings-arizona-1921.jpg,24,14,4
Impressionism/childe-hassam_madison-square-snowstorm.jpg,12,3,1
Expressionism/pablo-picasso_el-tinen-1906.jpg,9,15,6
Impressionism/edgar-degas_woman-putting-on-her-gloves.jpg,12,5,2
Impressionism/claude-monet_study-rushes-at-argenteuil.jpg,12,4,4
Expressionism/salvador-dali_the-swimming-pool-in-port-lligat-1970.jpg,9,21,4
Impressionism/pierre-auguste-renoir_dedee-in-spanish-dress-1917.jpg,12,17,6
Naive_Art_Primitivism/marc-chagall_illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-12.jpg,15,12,3
Realism/ivan-shishkin_blagoveschensky-cathedral-and-province-gymnasia-on-blagoveschenskaya-square-in-nyzhny-novgorod-1870.jpg,21,10,1
Realism/vincent-van-gogh_woman-sewing-1881.jpg,21,22,8
Naive_Art_Primitivism/marc-chagall_jeremiah-received-gift-of-the-prophecy-jeremiah-i-4-10.jpg,15,12,7
Realism/boris-kustodiev_portrait-of-s-r-ernst-1921.jpg,21,1,8
Post_Impressionism/paul-cezanne_fruit-bowl-pitcher-and-fruit-1894.jpg,20,16,9
Art_Nouveau_Modern/nicholas-roerich_illustration-to-feast-of-peter-the-great-1901.jpg,3,14,3
Expressionism/martiros-saryan_rain-in-early-may-1940.jpg,9,13,4
Impressionism/childe-hassam_promenade.jpg,12,3,2
Realism/ivan-shishkin_city-roofs-in-winter.jpg,21,10,1
Impressionism/childe-hassam_the-fishermen-cos-cob.jpg,12,3,2
Baroque/rembrandt_the-agony-in-the-garden-1655.jpg,4,20,8
Impressionism/claude-monet_houses-of-parlilament-sunlight-effect-1901.jpg,12,4,1
Realism/boris-kustodiev_portrait-of-f-f-notgaft-1921.jpg,21,1,6
Romanticism/gustave-dore_they-plunged-their-swords-through-his-body.jpg,23,7,3
Art_Nouveau_Modern/nicholas-roerich_queen-anna-s-tower-1913-1.jpg,3,14,8
Naive_Art_Primitivism/marc-chagall_moses-calls-the-waters-down-upon-the-egyptian-army-1966.jpg,15,12,7
Impressionism/salvador-dali_playa-port-alguer-from-riba-d-en-pitxo.jpg,12,21,4
Impressionism/edgar-degas_dancers-in-foyer-1890.jpg,12,5,2
Impressionism/john-singer-sargent_the-fountain-villa-torlonia-frascati-italy-1907.jpg,12,11,2
Baroque/rembrandt_the-virgin-of-sorrow-1661.jpg,4,20,7
Post_Impressionism/paul-cezanne_the-farm-of-bellevue.jpg,20,16,4
Realism/vincent-van-gogh_miners-wives-carrying-sacks-of-coal-1882.jpg,21,22,2
Realism/john-singer-sargent_madame-paul-escudier.jpg,21,11,6
Baroque/rembrandt_jacob-tripp.jpg,4,20,6
Romanticism/paul-cezanne_a-male-nude-1863.jpg,23,16,5
Impressionism/claude-monet_low-tide-at-varengeville.jpg,12,4,4
Symbolism/nicholas-roerich_chahar-caravan-in-the-desert-1937.jpg,24,14,4
Art_Nouveau_Modern/nicholas-roerich_punkaharju-1907.jpg,3,14,4
Art_Nouveau_Modern/boris-kustodiev_the-girl-on-the-volga-1919.jpg,3,1,6
Realism/john-singer-sargent_mrs-george-batten-mabel-veronica-hatch.jpg,21,11,6
Impressionism/pierre-auguste-renoir_young-girl-1905.jpg,12,17,6
Baroque/rembrandt_elsje-christiaens-1664.jpg,4,20,8
Post_Impressionism/vincent-van-gogh_road-with-trees-1888.jpg,20,22,8
Post_Impressionism/vincent-van-gogh_trunk-of-an-old-yew-tree-1888.jpg,20,22,4
Realism/john-singer-sargent_portrait-of-james-carroll-beckwith.jpg,21,11,8
Realism/vincent-van-gogh_miners-in-the-snow-at-dawn-1880.jpg,21,22,8
Impressionism/pierre-auguste-renoir_bulrushes-on-the-banks-of-the-seine-1874.jpg,12,17,4
Symbolism/nicholas-roerich_teacher-s-order-1947.jpg,24,14,2
Realism/vincent-van-gogh_woman-sewing-with-a-girl-1883.jpg,21,22,2
Post_Impressionism/vincent-van-gogh_les-alpilles-mountain-landscape-near-south-reme-1889.jpg,20,22,4
Realism/vincent-van-gogh_view-of-het-steen-1885-1.jpg,21,22,1
Impressionism/pierre-auguste-renoir_gabrielle-1.jpg,12,17,6
Impressionism/edgar-degas_bather-by-the-water.jpg,12,5,5
Symbolism/pablo-picasso_the-fool-1904-1.jpg,24,15,6
Post_Impressionism/vincent-van-gogh_man-with-scythe-in-wheat-field-1890.jpg,20,22,8
Northern_Renaissance/albrecht-durer_last-supper-1510.jpg,17,0,7
Impressionism/camille-pissarro_bathing-goose-maidens.jpg,12,2,2
Impressionism/camille-pissarro_pontoise-banks-of-the-oise-1872.jpg,12,2,4
Impressionism/claude-monet_bennecourt.jpg,12,4,1
Realism/ivan-shishkin_the-road-in-forest-1869.jpg,21,10,4
Romanticism/ivan-aivazovsky_odessa-1840.jpg,23,9,1
Realism/ilya-repin_sketch-for-the-painting-ceremonial-meeting-of-the-state-council-on-may-7-1901-1903-1.jpg,21,8,8
Realism/john-singer-sargent_garden-study-of-the-vickers-children-1884.jpg,21,11,6
Impressionism/pierre-auguste-renoir_bather-1.jpg,12,17,5
Impressionism/edgar-degas_seated-dancer-in-profile-1873.jpg,12,5,8
Realism/john-singer-sargent_venetian-wineshop.jpg,21,11,2
Symbolism/nicholas-roerich_glory-to-the-hero-1933.jpg,24,14,2
Expressionism/martiros-saryan_on-the-horse-1912.jpg,9,13,2
Realism/boris-kustodiev_street-of-city-b-1905.jpg,21,1,8
Post_Impressionism/paul-cezanne_seated-peasant-1900.jpg,20,16,6
Impressionism/childe-hassam_scene-in-holland.jpg,12,3,2
Romanticism/gustave-dore_amateur-from-garden.jpg,23,7,2
Post_Impressionism/vincent-van-gogh_outskirts-of-paris-near-montmartre-1887-1.jpg,20,22,1
Realism/vincent-van-gogh_portrait-of-a-woman-1885.jpg,21,22,6
Impressionism/pierre-auguste-renoir_mount-vesuvius-in-the-morning-1881.jpg,12,17,1
Baroque/rembrandt_portrait-of-a-young-woman-with-a-fan-1633.jpg,4,20,6
Post_Impressionism/pyotr-konchalovsky_still-life-peaches-1919.jpg,20,18,9
Baroque/rembrandt_joseph-s-coat-brought-to-jacob-1633.jpg,4,20,7
Impressionism/john-singer-sargent_by-the-river-1885.jpg,12,11,2
Post_Impressionism/vincent-van-gogh_the-thresher-after-millet-1889.jpg,20,22,2
Cubism/paul-cezanne_the-park-of-the-chateau-noir-with-well.jpg,7,16,4
Realism/martiros-saryan_portrait-of-catholicos-of-all-armenians-vazgen-i-1959.jpg,21,13,6
Realism/pyotr-konchalovsky_mtskheta-sandro-sakla-1927.jpg,21,18,1
Synthetic_Cubism/pablo-picasso_the-guitar-1916.jpg,25,15,9
Baroque/rembrandt_the-descent-from-the-cross-by-torchlight-1654.jpg,4,20,7
Impressionism/edgar-degas_dancer-at-the-barre.jpg,12,5,2
Baroque/rembrandt_ephraim-bonus-the-jew-with-the-banister-1647.jpg,4,20,6
Realism/pierre-auguste-renoir_woman-in-a-lace-blouse-1869.jpg,21,17,6
Impressionism/pierre-auguste-renoir_the-beach-at-guernsey-1883.jpg,12,17,2
Impressionism/childe-hassam_at-sunset.jpg,12,3,4
Realism/vincent-van-gogh_farmhouses-among-trees-1883(1).jpg,21,22,4
Impressionism/edgar-degas_helene-rouart-in-her-father-s-study-1886.jpg,12,5,6
Symbolism/nicholas-roerich_mountany-landscape-1925.jpg,24,14,4
Northern_Renaissance/albrecht-durer_saint-eustace.jpg,17,0,7
Post_Impressionism/vincent-van-gogh_landscape-with-hut-in-the-camargue-1888.jpg,20,22,8
Symbolism/nicholas-roerich_on-falut-1924.jpg,24,14,4
Expressionism/martiros-saryan_on-the-mountain-slopes-1922.jpg,9,13,4
Expressionism/marc-chagall_mother-by-the-oven-1914.jpg,9,12,2
Impressionism/camille-pissarro_the-pont-neuf-2-1902.jpg,12,2,1
Realism/john-singer-sargent_vernon-lee-1881.jpg,21,11,6
Impressionism/claude-monet_the-old-tree-sunlight-on-the-petit-cruese.jpg,12,4,4
Post_Impressionism/vincent-van-gogh_sowers-1890.jpg,20,22,8
Symbolism/nicholas-roerich_tibetian-camp-keilang-1932.jpg,24,14,4
Naive_Art_Primitivism/marc-chagall_portrait-of-vava.jpg,15,12,6
Impressionism/claude-monet_the-siene-near-vernon.jpg,12,4,4
Expressionism/pablo-picasso_teenagers-1906.jpg,9,15,5
Symbolism/nicholas-roerich_tsong-kha-pa-1924.jpg,24,14,7
Impressionism/claude-monet_green-park-in-london.jpg,12,4,2
Impressionism/john-singer-sargent_statue-of-perseus-by-night.jpg,12,11,1
Post_Impressionism/vincent-van-gogh_mask-of-an-egyptian-mummy-4-1889.jpg,20,22,8
Northern_Renaissance/albrecht-durer_st-george.jpg,17,0,7
Symbolism/nicholas-roerich_study-cry-of-the-serpent-1914.jpg,24,14,8
Expressionism/pyotr-konchalovsky_portrait-of-a-japanese-actor-todzyuro-kavarasaki-1928.jpg,9,18,6
Impressionism/edgar-degas_nude-woman-pulling-on-her-clothes-1885.jpg,12,5,5
Post_Impressionism/vincent-van-gogh_madame-augustine-roulin-1889.jpg,20,22,6
Art_Nouveau_Modern/nicholas-roerich_cross-on-the-truvor-mound-1903.jpg,3,14,4
Realism/ilya-repin_the-piano-1905.jpg,21,8,8
Post_Impressionism/vincent-van-gogh_coal-barges-1888(1).jpg,20,22,1
Baroque/rembrandt_a-beggar-and-a-companion-piece-turned-to-the-left-1634.jpg,4,20,2
Impressionism/pierre-auguste-renoir_portrait-of-pierre-1890.jpg,12,17,6
Impressionism/edgar-degas_two-dancers-on-a-bench.jpg,12,5,2
Post_Impressionism/vincent-van-gogh_portrait-of-camille-roulin-1888.jpg,20,22,6
Romanticism/ivan-aivazovsky_misty-morning-in-italy-1864.jpg,23,9,4
Art_Nouveau_Modern/raphael-kirchner_girls-with-good-luck-charms.jpg,3,19,2
Northern_Renaissance/albrecht-durer_erasmo-de-rotterdam-1520.jpg,17,0,6
Impressionism/childe-hassam_hollyhocks-isles-of-shoals.jpg,12,3,4
Impressionism/camille-pissarro_near-sydenham-hill-looking-towards-lower-norwood-1871.jpg,12,2,1
Northern_Renaissance/albrecht-durer_portrait-of-susanne-von-brandenburg-ansbach.jpg,17,0,6
Symbolism/nicholas-roerich_madonna-the-protector-1933.jpg,24,14,7
Northern_Renaissance/albrecht-durer_the-great-courier-1495.jpg,17,0,2
Impressionism/claude-monet_waterloo-bridge-london.jpg,12,4,1
Impressionism/camille-pissarro_apple-trees-sunset-eragny-1896.jpg,12,2,2
Cubism/pyotr-konchalovsky_still-life-the-palette-and-paint-1912.jpg,7,18,9
Post_Impressionism/pyotr-konchalovsky_kutaisi-rionges-1935.jpg,20,18,4
Realism/john-singer-sargent_henry-cabot-lodge-1890.jpg,21,11,6
Northern_Renaissance/albrecht-durer_a-life-of-the-virgin-1503.jpg,17,0,7
Baroque/rembrandt_the-conspiration-of-the-bataves-1662.jpg,4,20,7
Romanticism/ivan-aivazovsky_river-rioni-georgia-1880.jpg,23,9,4
Cubism/pablo-picasso_harlequin-1918.jpg,7,15,6
Impressionism/pablo-picasso_fairground-1900.jpg,12,15,2
Symbolism/nicholas-roerich_rocks-of-ladakh-1933.jpg,24,14,4
Northern_Renaissance/albrecht-durer_virgin-and-child-before-an-archway.jpg,17,0,7
Post_Impressionism/pyotr-konchalovsky_bridge-1911.jpg,20,18,4
Northern_Renaissance/albrecht-durer_portrait-of-african-woman-catherine.jpg,17,0,6
Impressionism/camille-pissarro_the-bassin-des-tuileries-afternoon-1900.jpg,12,2,4
Art_Nouveau_Modern/raphael-kirchner_greek-girls.jpg,3,19,6
Impressionism/john-singer-sargent_millet-s-garden-1886.jpg,12,11,4
Expressionism/pablo-picasso_untitled-1971.jpg,9,15,5
Impressionism/childe-hassam_girl-in-a-doorway.jpg,12,3,2
Post_Impressionism/pablo-picasso_portrait-of-allan-stein-1906.jpg,20,15,6
Impressionism/camille-pissarro_pontoise-les-mathurins-1873.jpg,12,2,4
Realism/john-singer-sargent_charles-stewart-sixth-marquess-of-londonderry-carrying-the-great-sword-of-state-at-the-coronat-1904.jpg,21,11,6
Impressionism/camille-pissarro_a-street-in-pontoise-1879.jpg,12,2,4
Impressionism/edgar-degas_landscape-with-rocks.jpg,12,5,4
Symbolism/nicholas-roerich_himalayas-1943.jpg,24,14,4
Realism/vincent-van-gogh_pollard-willow-1882.jpg,21,22,8
Realism/vincent-van-gogh_woman-in-a-dark-dress-sien-s-mother-1882.jpg,21,22,6
Impressionism/pierre-auguste-renoir_girl-with-flowers-1888.jpg,12,17,6
Naive_Art_Primitivism/marc-chagall_david-and-bathsheba-1956.jpg,15,12,7
Impressionism/camille-pissarro_sunset-the-port-of-rouen-steamboats-1898.jpg,12,2,1
Romanticism/gustave-dore_the-martyrdom-of-the-holy-innocents-1868.jpg,23,7,7
Post_Impressionism/martiros-saryan_bouquet-of-flowers-1945.jpg,20,13,9
Realism/ilya-repin_portrait-of-ivan-zvetkov-1907.jpg,21,8,6
Impressionism/claude-monet_the-rock-needle-seen-through-the-porte-d-aumont.jpg,12,4,4
Symbolism/nicholas-roerich_pir-panjal-1925.jpg,24,14,4
Cubism/pyotr-konchalovsky_vessels-on-the-red-tablecloth-1916.jpg,7,18,9
Symbolism/nicholas-roerich_central-himalayas.jpg,24,14,4
Impressionism/pierre-auguste-renoir_seated-young-woman-nude-1910.jpg,12,17,5
Impressionism/pierre-auguste-renoir_landscape-1868.jpg,12,17,4
Symbolism/nicholas-roerich_kangchenjunga-1936-1.jpg,24,14,4
Art_Nouveau_Modern/raphael-kirchner_aquatinte-1910.jpg,3,19,2
Realism/john-singer-sargent_portrait-of-henry-james-1913.jpg,21,11,6
Impressionism/pierre-auguste-renoir_near-berneval-1898.jpg,12,17,4
Romanticism/ivan-aivazovsky_portrait-of-senator-alexander-ivanovich-kaznacheyev-1848.jpg,23,9,6
Impressionism/pierre-auguste-renoir_woman-s-head-4.jpg,12,17,6
Impressionism/eugene-boudin_etretat-beached-boats-and-the-cliff-of-aval.jpg,12,6,4
Art_Nouveau_Modern/raphael-kirchner_portraits-of-viennese-ladies-1901-2.jpg,3,19,6
Impressionism/edgar-degas_dancers-at-the-old-opera-house.jpg,12,5,2
Impressionism/pierre-auguste-renoir_the-port-of-martigues-1888.jpg,12,17,1
Cubism/pablo-picasso_female-nude-1941.jpg,7,15,5
Realism/ivan-shishkin_moss-roots.jpg,21,10,4
Impressionism/childe-hassam_marechal-niel-roses.jpg,12,3,9
Realism/john-singer-sargent_padre-sebastiano.jpg,21,11,2
Naive_Art_Primitivism/marc-chagall_moses-and-aaron-with-pharaoh-1931.jpg,15,12,7
Impressionism/pierre-auguste-renoir_girl-wiping-her-feet.jpg,12,17,2
Realism/boris-kustodiev_portrait-of-n-d-milioti-1916.jpg,21,1,8
Baroque/rembrandt_albert-cuyper.jpg,4,20,6
Symbolism/nicholas-roerich_evening-1939.jpg,24,14,4
Realism/john-singer-sargent_caroline-de-bassano-marquise-d-espeuilles-1884.jpg,21,11,6
Cubism/pablo-picasso_bust-of-woman-1936.jpg,7,15,6
Impressionism/claude-monet_sunset-at-giverny.jpg,12,4,4
Post_Impressionism/paul-cezanne_gardanne-1890.jpg,20,16,4
Baroque/rembrandt_a-girl-with-a-broom.jpg,4,20,6
Realism/salvador-dali_portrait-of-mrs-reeves.jpg,21,21,6
Post_Impressionism/vincent-van-gogh_exterior-of-a-restaurant-at-asnieres-1887(1).jpg,20,22,1
Realism/john-singer-sargent_mrs-carl-meyer-later-lady-meyer-and-her-two-children-1896.jpg,21,11,6
Impressionism/edgar-degas_houses-at-the-foot-of-a-cliff-saint-valery-sur-somme.jpg,12,5,4
Post_Impressionism/paul-cezanne_large-pine-and-red-earth-1895.jpg,20,16,4
Realism/ivan-shishkin_herd-in-the-forest-1864.jpg,21,10,4
Cubism/pablo-picasso_harlequin-with-violin.jpg,7,15,2
Realism/pyotr-konchalovsky_still-life-lemon-and-knife-1930.jpg,21,18,9
Post_Impressionism/vincent-van-gogh_a-square-in-paris-1886(1).jpg,20,22,1
Analytical_Cubism/pablo-picasso_dance-of-the-veils-1907.jpg,2,15,2
Realism/ilya-repin_hunchback-study-1880.jpg,21,8,6
Impressionism/edgar-degas_two-dancers-1.jpg,12,5,2
Baroque/rembrandt_rembrandt-s-mother-seated-looking-to-the-right-1631.jpg,4,20,6
Impressionism/eugene-boudin_women-fishing-for-shrimp-at-kerhor-1870.jpg,12,6,2
Realism/ilya-repin_a-young-man-in-military-uniform-1873.jpg,21,8,6
Expressionism/pablo-picasso_group-of-poor-people-1903.jpg,9,15,2
Impressionism/claude-monet_seine-at-rouen-1872.jpg,12,4,1
Realism/ilya-repin_portrait-of-the-art-critic-vladimir-stasov-1873.jpg,21,8,6
Romanticism/gustave-dore_don-quixote-81.jpg,23,7,3
Realism/john-singer-sargent_alice-wernher-born-alice-sedgwick-mankiewicz-1902.jpg,21,11,6
Impressionism/childe-hassam_dawn.jpg,12,3,4
Impressionism/john-singer-sargent_escutcheon-of-charles-v-1912.jpg,12,11,1
Impressionism/pierre-auguste-renoir_reclining-semi-nude-nude-male-half-length-1900.jpg,12,17,5
Expressionism/martiros-saryan_a-yard-1922.jpg,9,13,4
Impressionism/camille-pissarro_the-inner-harbor-dpeppe-high-tide-morning-grey-weather-1902.jpg,12,2,1
Realism/john-singer-sargent_nonchaloir-repose-1911.jpg,21,11,2
Impressionism/edgar-degas_dancer-on-stage-1.jpg,12,5,2
Realism/vincent-van-gogh_cottages-1883(1).jpg,21,22,4
Impressionism/eugene-boudin_laundresses-on-the-beach-low-tide.jpg,12,6,2
Cubism/pyotr-konchalovsky_still-life-scales-1916-1.jpg,7,18,9
Realism/nicholas-roerich_hunting-the-bears.jpg,21,14,8
Impressionism/edgar-degas_dancer-with-left-arm-raised-1887.jpg,12,5,2
Impressionism/eugene-boudin_the-port-of-landerneau-finistere-1871.jpg,12,6,4
Romanticism/gustave-dore_the-descent-of-the-spirit.jpg,23,7,7
Impressionism/pierre-auguste-renoir_apples-and-manderines-1901.jpg,12,17,9
Baroque/rembrandt_christ-resurected-1634.jpg,4,20,7
Realism/vincent-van-gogh_orphan-man-with-cap-eating-1882.jpg,21,22,8
Realism/vincent-van-gogh_peasant-woman-stooping-and-gleaning-1885-1.jpg,21,22,8
Baroque/rembrandt_a-seated-woman-naked-to-the-waste.jpg,4,20,8
Post_Impressionism/vincent-van-gogh_diggers-and-road-with-cottages-1890(1).jpg,20,22,8
